source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
T cell,Malignant,VEGFA,EPHB2,3.8161736,1.0,13.563982,-0.25864045428584487,-2.8703564847809564,0.011028774,0.4658084,1.0,0.7418434321483479
Mast,Malignant,SPON1,APP,5.3370943,0.0,20.816853,0.07993835959835904,-1.4030819655385212,0.015629748,0.5192885,0.23357096669983557,0.7419030318409
Endothelial,Dendritic,LRPAP1,LRP1,5.1614323,1.0,24.927404,0.04648403663509895,-2.4246022438338457,0.01278594,0.54172635,1.0,0.7419538220279931
Mast,B cell,EFNB2,EPHB2,3.8409028,0.002,12.3645525,0.11774661165165523,-1.4999014264968755,0.014232578,0.45430973,0.3575313842105963,0.7419624233621389
Dendritic,Fibroblast,IRAK4,TLR4,4.589265,0.0,20.81739,0.5341573593880209,-0.1862571288903525,0.021094156,0.51929176,0.02113403294930672,0.7419624233621389
Dendritic,B cell,DSG1,DSC3,2.4750464,1.0,5.534782,-0.8976467380915188,-5.029645976842768,0.005727049,0.35774544,1.0,0.7419677120051289
Dendritic,Macrophage,TNC,ITGAV_ITGB6,3.8160512,1.0,14.561548,-0.047897929939642286,-3.716848102431382,0.01390051,0.4746475,1.0,0.7420220294276039
B cell,Mast,SPON2,ITGA5,3.8649817,1.0,12.363861,-0.46292123677479263,-3.9327743697280955,0.009085909,0.4543028,1.0,0.7420220294276039
Mast,Fibroblast,TIMP2,ITGB1,5.361344,1.0,20.818323,0.07140697877021551,-2.109081526429343,0.009950203,0.51929724,1.0,0.7420220294276039
Dendritic,T cell,PSEN1,NOTCH3,4.79308,1.0,20.81879,-0.43363059767082024,-2.355850346094598,0.0100465035,0.5193001,1.0,0.7420814272993265
Endothelial,Malignant,DSG2,DSC1,3.8159113,0.0,14.556502,0.9789879457811154,0.31055287746065674,0.02489591,0.4746043,0.02113403294930672,0.7420814272993265
Mast,Mast,TNFSF10,TNFRSF10D,5.345325,0.0,23.058567,0.47358645343580363,0.08004903109859063,0.018853666,0.53203845,0.02113403294930672,0.7420861903839671
Mast,B cell,SEMA3D,NRP2_PLXNA2,2.3676872,1.0,5.535632,-0.32698890019379034,-2.568380701179601,0.009138474,0.3577631,1.0,0.7420926608552894
Macrophage,Malignant,TNC,ITGA7,4.6609006,0.0,20.820269,0.37174504291376875,-1.8045285839727279,0.0211741,0.5193089,0.2768588771077491,0.7421410397380449
Macrophage,Endothelial,WNT4,FZD1_LRP5,3.815826,0.005,13.703433,0.051068564379895084,-1.0935009245155651,0.015907433,0.4670812,0.3741590328782053,0.7421410397380449
T cell,Malignant,SPP1,CD44,5.59225,1.0,23.058239,-0.43947753927550476,-3.88508656162337,0.009267728,0.53203666,1.0,0.7421524947949436
Dendritic,B cell,ARPC5,LDLR,4.970235,1.0,20.822453,-0.7054374119450653,-2.1911223567861895,0.009046505,0.5193221,1.0,0.7422004439605905
T cell,B cell,LTA,TNFRSF14,3.8157244,0.116,14.493367,0.20455405412146088,0.23003896778466526,0.017556237,0.4740624,0.46186104725478844,0.7422004439605905
Dendritic,Dendritic,CXCL10,TLR4,2.3538435,1.0,5.5356617,-0.8244889868083046,-3.7613874381333594,0.0066159917,0.35776368,1.0,0.7422176605764114
Fibroblast,Dendritic,TIMP1,FGFR2,5.609593,0.0,23.056921,0.4593889128142731,0.4907797650108239,0.019142311,0.5320295,0.02113403294930672,0.7422186834265256
Macrophage,Dendritic,RGMA,BMPR2,3.8157086,0.938,13.635027,-0.045993663040217306,-1.6721584870566573,0.015454692,0.46645838,0.6795870213294805,0.7422600627729028
Malignant,Dendritic,CDH1,EGFR,5.331267,0.0,20.822908,0.4440269195169441,-0.984992605626152,0.015831854,0.5193248,0.10694906583153502,0.7422600627729028
T cell,T cell,F13A1,ITGB1,4.112452,1.0,12.36119,-0.46938623173018723,-3.597196494961585,0.0079362625,0.454276,1.0,0.7423196847778011
Endothelial,B cell,LAMB3,DAG1,4.652478,1.0,20.823921,-0.5469715232969982,-2.585987034143404,0.011474072,0.51933086,1.0,0.7423196847778011
Fibroblast,Macrophage,HLA-G,CD8A,3.8156157,0.0,13.45335,0.4281349382552737,-1.4083957013514425,0.020809188,0.4647896,0.23587608386320658,0.7423196847778011
Mast,Dendritic,INHBA,ENG,2.3836884,1.0,5.5358977,-0.7285658257574086,-5.603205805902274,0.005605496,0.3577686,1.0,0.7423426556840522
Malignant,Fibroblast,FN1,ITGA4_ITGB1,5.1612015,0.366,26.38333,-0.012037674057916288,-2.97721900797048,0.015703388,0.54876375,1.0,0.742351066029121
B cell,B cell,ALCAM,CD6,3.8152962,1.0,14.541713,-0.4913742190573569,-2.8005275646163637,0.011331245,0.47447753,1.0,0.7423790985328586
Dendritic,T cell,FARP2,PLXNA4,3.9996018,0.206,12.36112,0.16187008410926657,-0.6327260635018503,0.013012866,0.45427534,0.48660882972315267,0.7423790985328586
Fibroblast,B cell,TOR2A,ATP5F1B,4.6199903,1.0,20.824398,-1.0331800845400485,-1.5561912404336504,0.011462975,0.51933366,1.0,0.7423790985328586
Fibroblast,Dendritic,CALM3,INSR,5.161134,0.361,23.578999,0.08264733119248181,-1.34426101502482,0.015014073,0.53481585,0.5194730535333966,0.742417259999794
Malignant,Macrophage,BMP8A,TGFBR2,3.8931832,1.0,12.361024,-0.1642677335288617,-1.5629544071327743,0.013424589,0.45427433,1.0,0.7424387269118622
T cell,Endothelial,TNF,NOTCH1,5.112775,0.0,20.82456,0.7385175310760089,0.9114764174130552,0.019343594,0.51933473,0.02113403294930672,0.7424387269118622
B cell,B cell,CEACAM6,EGFR,2.4070065,1.0,5.5359855,-0.6423546297685605,-3.915808077671229,0.007801581,0.3577704,1.0,0.74246759070196
B cell,Macrophage,CALM1,PDE1B,5.1610136,1.0,26.342836,-0.31486648351425905,-0.42067860168173654,0.017493106,0.54857355,1.0,0.742483455749824
Mast,Macrophage,C1QB,LRP1,5.451954,0.0,23.049429,0.26776321919615254,-3.225358437271546,0.016285414,0.5319891,0.584709694635088,0.742483455749824
Dendritic,Endothelial,BMP2,ACVR1,3.9637477,0.995,12.360973,0.03112842905499985,-1.356960172289371,0.01200036,0.45427385,0.7821345030965111,0.7424981470185917
B cell,B cell,COL4A5,CD47,3.8152587,1.0,12.918631,-1.274778218112032,-2.5437108431167044,0.008981509,0.4597488,1.0,0.7424981470185917
B cell,Fibroblast,S100A4,EGFR,4.6469946,1.0,20.825054,-0.3619406443926703,-2.410718871613902,0.013314648,0.51933765,1.0,0.7424981470185917
B cell,Macrophage,GDF11,ACTR2,5.58929,0.036,23.048817,-0.08317174031714902,-0.16355524915134145,0.013451388,0.53198576,0.4243616901069171,0.7425496532790409
Mast,Malignant,PCSK9,CD81,4.5370727,1.0,12.3604355,-0.293104725755902,-1.7706395240428452,0.009714142,0.4542685,1.0,0.7425577817720417
T cell,Malignant,LAMA3,ITGA6_ITGB4,5.45994,0.0,20.82523,0.3395038859606004,-1.6455956270234813,0.0140568055,0.51933867,0.34503833541650836,0.7425577817720417
B cell,B cell,SPON2,ITGA5,2.3547902,1.0,5.5361547,-1.2375930433162936,-6.121998739890259,0.0040683895,0.3577739,1.0,0.7425925765849419
Malignant,Endothelial,A2M,LRP1,3.8151398,1.0,13.016655,-0.3680581888853105,-5.03778415108629,0.009331791,0.46068773,1.0,0.7426172082307829
Dendritic,Fibroblast,GNAI2,LPAR3,4.543698,1.0,12.358636,-0.3890405792515059,-2.0183198084453067,0.008836808,0.45425043,1.0,0.7426172082307829
Dendritic,Endothelial,PLAU,ST14,4.579866,1.0,20.825327,-0.4532882919182982,-3.209404701468668,0.010979879,0.5193393,1.0,0.7426172082307829
B cell,Macrophage,ICAM3,ITGAL,4.9533334,0.0,20.82552,0.8890335631697093,0.7421698133954704,0.024406504,0.51934046,0.02113403294930672,0.7426768493590198
Malignant,Endothelial,GREM1,KDR,4.196729,0.0,12.358269,1.052038485480045,0.6389464885486844,0.02810152,0.45424673,0.02113403294930672,0.7426768493590198
T cell,Dendritic,TIGIT,NECTIN2,5.480262,0.0,23.048216,0.7256471793304619,0.8560309405573538,0.018588401,0.5319825,0.02258699204567038,0.7427152136796398
Dendritic,T cell,NECTIN2,TIGIT,5.480262,0.0,23.048216,0.7256471793304619,0.8560309405573538,0.018588401,0.5319825,0.02258699204567038,0.7427152136796398
Mast,Endothelial,PSPN,GFRA3,2.4871519,0.348,5.536605,0.32395889805054423,-0.7654898884427257,0.014345429,0.3577833,0.5163352351801525,0.7427175023824552
Dendritic,Macrophage,SAA1,CD36,4.2856774,0.0,12.356034,0.25700380366463127,-0.6952895922007705,0.016756598,0.4542243,0.05886605281650641,0.7427364936804395
T cell,Malignant,LAMA3,CD44,5.4603786,1.0,20.82739,-0.46642631295995807,-3.3492484138027185,0.00911859,0.5193516,1.0,0.7427364936804395
Mast,B cell,PTPN6,CD300LF,4.607599,0.014,12.355896,0.16043714701727335,-1.2372298948685634,0.0106129665,0.45422295,0.953987172973879,0.7427959296734765
Malignant,Dendritic,NAMPT,ITGA5_ITGB1,4.779782,1.0,20.828259,-0.6648635387887757,-3.570507596234373,0.009143165,0.51935685,1.0,0.7427959296734765
Mast,Endothelial,SELPLG,ITGAM,5.1606436,0.0,26.493134,0.3538574902544131,-0.8654271089369647,0.01972573,0.5492779,0.08277482286971699,0.7428145787785759
T cell,B cell,COL6A2,ITGA9_ITGB1,2.506123,1.0,5.5369406,-0.905317863477701,-5.164134677685594,0.00544723,0.35779023,1.0,0.742842479041119
Mast,Endothelial,C4A,CD46,4.430755,0.0,12.355681,0.33307141965013004,0.10083736867752457,0.015159311,0.4542208,0.1305386712160232,0.7428555803701946
Macrophage,Dendritic,TGFB1,ENG,5.1481533,1.0,20.828272,-0.13593578810613396,-2.4131703326844147,0.011318456,0.51935697,1.0,0.7428555803701946
Macrophage,T cell,PCSK9,LDLR,3.8147593,1.0,14.315109,-0.19924893592561438,-1.652236082849058,0.014573095,0.47251984,1.0,0.7428555803701946
B cell,Fibroblast,EFNB1,EPHB2,3.8147392,1.0,13.686688,-0.45857922630017434,-2.3977474772224086,0.011212479,0.46692902,1.0,0.7429150227160922
Macrophage,B cell,EREG,EGFR_ERBB2,5.0305986,0.0,20.829653,0.7625680842683635,0.4898865096777292,0.024456138,0.5193652,0.02113403294930672,0.7429150227160922
Dendritic,Malignant,FN1,MAG,2.495344,1.0,5.539051,-0.6772056204981576,-4.141596922033392,0.008487666,0.357834,1.0,0.7429673956185784
B cell,B cell,CALR,LRP1,4.8249207,1.0,20.830694,-1.5574454050413915,-4.267072949229612,0.0077626524,0.51937145,1.0,0.7429746797884493
Mast,Dendritic,MFAP2,NOTCH1,3.81471,1.0,13.54234,-0.41142429938919944,-2.3616258718389824,0.011783921,0.46560973,1.0,0.7429746797884493
Fibroblast,T cell,LIN7C,ABCA1,3.8146544,1.0,13.374037,-0.5027079346832312,-2.502646067595088,0.008787229,0.46405423,1.0,0.743034128487547
Macrophage,B cell,TNFSF10,TNFRSF10A,4.8850403,1.0,20.830832,-0.1617278026295567,-0.8733876298289402,0.013985593,0.5193723,1.0,0.743034128487547
Mast,Malignant,APP,TNFRSF21,5.160202,1.0,23.728361,-0.41276738957351644,-3.445091741969935,0.009606824,0.5356012,1.0,0.7430795327567664
B cell,Fibroblast,WNT3A,FZD3_LRP5,2.4872723,0.112,5.5391607,0.03660558529957533,-0.4546770623040428,0.014767728,0.3578363,0.460493025725114,0.7430923630532642
B cell,Dendritic,LGALS9,LRP1,3.8145974,1.0,14.549707,-0.8664142013982972,-3.8098072973412176,0.008683409,0.47454605,1.0,0.7430937919358839
Macrophage,Dendritic,CD52,SIGLEC10,4.779796,0.0,20.831188,0.3075610899940078,-1.029721576994505,0.018276917,0.51937443,0.11656077889721198,0.7430937919358839
Fibroblast,T cell,ADAM10,TSPAN10,4.1558175,0.999,12.354728,-0.21429830963403668,-0.7736147579570292,0.012246909,0.4542112,0.838104840353362,0.7430937919358839
B cell,Endothelial,TXLNA,STX4,5.160138,1.0,25.871277,-0.45655848417758566,-0.743732436744502,0.013088086,0.54633605,1.0,0.7431457462973272
Malignant,Endothelial,HLA-A,LILRB2,5.6191597,1.0,23.043991,-0.5840428602662642,-2.708924002879005,0.011342868,0.5319597,1.0,0.7431457462973272
Endothelial,Malignant,ADAM15,ITGA9,5.372232,0.0,20.831324,0.7422101286958608,1.0076963322592623,0.022014609,0.5193752,0.02113403294930672,0.7431534585780013
B cell,Mast,CDH1,ITGAE_ITGB7,3.8145337,1.0,14.438363,-0.4624763909716534,-2.3107158689770317,0.0106505435,0.4735884,1.0,0.7431534585780013
Macrophage,T cell,TNFSF13,FAS,5.160124,0.0,26.522501,1.3283518401331684,1.9111172373926393,0.031589817,0.549415,0.0013959319347610743,0.7432119616153734
Mast,B cell,FN1,ITGA3_ITGB1,3.8144727,1.0,14.4829235,-0.8304464865913204,-5.798043602128226,0.0074451417,0.47397253,1.0,0.7432129168131785
B cell,B cell,MRC1,PTPRC,3.8535542,1.0,12.3538885,-0.5127429685666549,-3.6008723949807253,0.008627739,0.4542028,1.0,0.7432129168131785
Endothelial,Malignant,TNFSF9,HLA-DPA1,4.702752,1.0,20.831518,-0.726754446988536,-1.9869156417272325,0.012023217,0.51937634,1.0,0.7432129168131785
Endothelial,B cell,WNT9A,FZD2_LRP5,2.3819752,1.0,5.539554,-0.5767027027130625,-2.251264092844402,0.009100942,0.35784444,1.0,0.743217325875065
T cell,Mast,PSAP,LRP1,4.533506,1.0,12.35388,-1.2179818351266205,-5.755702516439799,0.004361285,0.4542027,1.0,0.743272589831787
Macrophage,Fibroblast,CD24,SIGLEC10,3.814336,0.924,13.814532,-0.04701116957321391,-2.534477739295559,0.0143695185,0.46808627,1.0,0.743272589831787
B cell,Malignant,CDH1,LRP5,4.73325,0.005,20.83156,0.19467349193342948,-1.4179398584266165,0.01548889,0.5193767,0.3741590328782053,0.743272589831787
Malignant,Endothelial,SPP1,CD44,5.160103,1.0,25.10234,-0.9577755659404823,-4.473583467182994,0.010089307,0.5425944,1.0,0.7432781787107353
Endothelial,Malignant,WNT10A,FZD1_LRP5,3.81424,1.0,13.27147,-0.19795099472267705,-1.8459673248271322,0.012359404,0.463097,1.0,0.7433320544210132
Macrophage,Dendritic,CALM1,KCNN4,5.2522974,1.0,20.831633,-0.5007414996931663,-1.047747856970476,0.011536347,0.51937705,1.0,0.7433320544210132
Mast,Fibroblast,WNT3A,FZD3_LRP5,2.487423,0.104,5.540154,0.036819019915620366,-0.45451617531213984,0.0147703765,0.3578569,0.45745223815695496,0.7433422286220579
B cell,Endothelial,MAML2,NOTCH2,3.8142357,1.0,14.34127,-1.225160423093525,-2.506104380090638,0.008759727,0.47274742,1.0,0.7433917338164535
Malignant,Fibroblast,ADAM10,TSPAN10,4.8370223,0.0,20.836117,0.6114670006074352,0.3639857276575804,0.020654282,0.5194039,0.02113403294930672,0.7433917338164535
Macrophage,Dendritic,ARF6,SMAP1,5.045447,1.0,20.837082,-0.2693568075360346,-0.35334585237693483,0.0140629215,0.5194097,1.0,0.7434512047600688
Dendritic,T cell,FARP2,PLXNA2,3.998887,1.0,12.352678,0.030638515059381644,-1.8959111899129302,0.009829292,0.4541906,1.0,0.7434512047600688
Malignant,Endothelial,CCL2,ACKR2,3.8142133,0.0,14.540979,0.802176528975206,0.34827550454696166,0.026116675,0.4744713,0.02113403294930672,0.7434512047600688
Endothelial,Mast,CXCL8,SDC1,2.4873571,1.0,5.5403776,-1.1475880957344693,-6.486137395161805,0.0035658511,0.35786155,1.0,0.7434671822203911
Fibroblast,Dendritic,SEMA4A,NRP1_PLXNA1,5.159728,1.0,26.29435,-0.30287826274315877,-1.5392877810301275,0.0130983135,0.54834545,1.0,0.7434768406590149
Macrophage,T cell,TNFSF10,TNFRSF10A,4.8855305,1.0,20.83733,-0.1612397755267224,-0.9038975132540923,0.013989956,0.5194112,1.0,0.7435108905326813
Fibroblast,Macrophage,AFDN,EPHB3,5.1596546,0.0,26.605938,0.5662408669423568,-0.24524237853795183,0.023085015,0.5498038,0.02113403294930672,0.7435431824908781
Macrophage,T cell,HSPA4,TLR4,4.236467,1.0,12.352055,-0.2707693219470505,-2.025445094486586,0.009299672,0.45418438,1.0,0.7435705794996719
Malignant,Malignant,LTF,BTN3A2,4.605905,0.0,20.837381,0.7152393161014383,0.6623993765329603,0.022304665,0.5194115,0.02113403294930672,0.7435705794996719
B cell,T cell,CXCL10,TLR4,2.4161298,1.0,5.540479,-0.7834965930841851,-3.591520455911203,0.00662175,0.35786363,1.0,0.7435920757481806
Mast,Malignant,TNF,NOTCH1,5.159541,0.0,25.762043,0.9028392426507341,0.6540544992436552,0.02392994,0.5458116,0.02113403294930672,0.7436094084734228
Fibroblast,B cell,CALM1,KCNQ5,5.2184033,0.0,20.837444,0.34888488197589845,0.06440387485982413,0.018563457,0.51941186,0.02874345868558211,0.7436300599811505
Mast,Malignant,EFNA5,EPHB6,3.8139813,0.0,13.923076,0.6558392993698272,0.37578334464855345,0.021631297,0.46906075,0.02113403294930672,0.7436300599811505
Dendritic,Mast,ADAM10,TSPAN17,5.1595306,1.0,26.159012,-0.1495203343499167,-1.0061764272482039,0.0144328615,0.54770637,1.0,0.7436756362322627
Mast,Mast,LUM,ITGB1,3.8692672,1.0,12.351352,-0.7136542199122942,-4.981374910203371,0.007946899,0.45417735,1.0,0.7436897553258249
Fibroblast,Mast,PDCD1LG2,PDCD2,4.5690527,0.0,20.837778,0.4477222762048194,0.3901313393983905,0.021100668,0.5194139,0.02113403294930672,0.7436897553258249
B cell,Dendritic,FN1,C5AR1,2.3590317,1.0,5.5408616,-0.8966910273253124,-6.7762010034004545,0.0047587985,0.3578716,1.0,0.7437170201233871
Macrophage,T cell,BMP1,BMPR1A,3.8136666,1.0,14.06696,-0.2650491382166196,-1.9944635897797882,0.013202425,0.4703412,1.0,0.7437492421625412
T cell,Dendritic,MDK,SORL1,5.1544514,0.0,20.838297,0.2083892806102326,-0.7965765214040523,0.013797579,0.51941705,0.2489276154859005,0.7437492421625412
Endothelial,Dendritic,TGFB1,ITGB5,5.278795,1.0,23.03502,-0.20203099437373626,-2.5815825747599512,0.010586038,0.53191125,1.0,0.7438080970781473
Fibroblast,T cell,FN1,C5AR1,6.295538,0.0,20.838501,0.5555270370307608,0.6829771714303061,0.017897256,0.5194182,0.03298980575287446,0.7438089438852402
T cell,Malignant,COL18A1,GPC4,3.813624,1.0,14.3449,-0.043984512860201386,-2.1843771215146797,0.013842328,0.47277892,1.0,0.7438089438852402
T cell,Macrophage,COL18A1,KDR,2.5065076,1.0,5.5408893,-0.6607724323567458,-4.52141290411271,0.0071296827,0.35787216,1.0,0.7438419598861341
Malignant,B cell,WNT4,FZD1_LRP5,3.8136032,0.012,12.53407,0.21592902034691142,-0.6275751979313848,0.014549994,0.45599815,0.3934109750625605,0.7438684370775339
T cell,B cell,NELL2,ROBO3,4.3182273,0.0,12.34952,0.364600069980638,0.8474082902395863,0.019591223,0.45415893,0.02577116496681816,0.7438684370775339
Fibroblast,T cell,BMP2,ACVR1,4.6595564,0.0,20.838648,0.28796019481902385,0.08436668916615497,0.02023071,0.51941913,0.04163696712528786,0.7438684370775339
Macrophage,Fibroblast,LGALS9,HAVCR2,5.1592283,0.0,24.630327,0.4046881817482183,-0.8415981525552865,0.016221862,0.5402378,0.07898833788045537,0.743874330164852
Fibroblast,Macrophage,DSG2,DSC1,3.9300678,0.0,12.349445,0.4669056744815885,-0.09571056463299321,0.02112119,0.4541582,0.02113403294930672,0.743928145178598
Mast,Fibroblast,EFNB1,EPHB6,4.5668344,0.0,20.83882,0.2825301053587428,-0.6367725933788022,0.017383559,0.51942015,0.05069514200752372,0.743928145178598
Macrophage,Mast,CCL5,ACKR2,5.159222,0.0,25.326027,1.0953396440593377,0.41539306770880113,0.030830985,0.54369503,0.02113403294930672,0.7439405650271718
Dendritic,Endothelial,CCL2,CCR5,2.4116597,1.0,5.5409474,-0.7914835065578704,-3.951896391297418,0.0063025192,0.35787335,1.0,0.7439668395847334
Macrophage,Dendritic,COL9A2,SDC1,4.6273975,0.006,20.838928,0.18492731491017153,-1.5350540092169491,0.017388895,0.5194208,0.3780422620159322,0.7439878564746376
Mast,B cell,SELPLG,ITGB2,5.159053,1.0,26.475525,-0.3738922985727169,-2.6787840408793593,0.012219392,0.5491956,1.0,0.744006919315961
Mast,Macrophage,NAMPT,INSR,4.8136864,1.0,20.840124,-0.23129680913914574,-2.3354015224137883,0.013268029,0.51942796,1.0,0.7440473592065785
B cell,Malignant,NECTIN2,CD226,2.355032,1.0,5.543982,-1.0570226066484585,-3.7131571362147753,0.005796678,0.3579363,1.0,0.7440917701248642
T cell,Dendritic,TNF,NOTCH1,3.813342,1.0,13.529156,-0.42485285988669813,-1.3384308558693907,0.012567012,0.46548852,1.0,0.7441070768814946
Fibroblast,T cell,CCL5,CCR3,4.13885,0.0,12.347304,0.1445066212943587,-0.9911881210516329,0.01695731,0.4541367,0.10844832894260614,0.7441070768814946
T cell,Fibroblast,JAG1,NOTCH2,5.0116215,1.0,20.842384,-0.2967721347915358,-2.283517540736821,0.009647681,0.5194415,1.0,0.7441070768814946
Macrophage,B cell,IL1B,SIGIRR,5.375843,0.0,23.032305,0.5124044780077077,1.8100028609037135,0.025576755,0.5318966,0.02113403294930672,0.74413939792345
Macrophage,Endothelial,SEMA4A,NRP1_PLXNA3,5.158993,0.001,25.149515,-0.10356075463264974,-0.40876647541600386,0.01540442,0.5428273,0.34576817602494586,0.74413939792345
Endothelial,Mast,LAMC2,ITGA7_ITGB1,4.555461,0.0,12.347281,0.005831347951009591,-1.495278616903667,0.01309029,0.45413646,0.33976888713305115,0.7441665859698616
B cell,Fibroblast,CD58,CD2,3.8130932,1.0,14.2804785,-0.8088542000098423,-3.149768082971713,0.0105111,0.472218,1.0,0.7441665859698616
Dendritic,Fibroblast,MDK,SDC1,5.2651715,0.0,20.842937,0.04561108893574167,-1.5800305033295192,0.014157646,0.51944476,0.31229352413949446,0.7441665859698616
Macrophage,B cell,LAMB3,ITGA3_ITGB1,5.1586866,1.0,24.04053,-0.2187013933671939,-2.649062843798618,0.012468738,0.5372263,1.0,0.7442056398896808
Endothelial,Macrophage,PSPN,GFRA3,2.4918647,0.237,5.5441356,0.3373998822071435,-0.7656298601846923,0.014364942,0.35793945,0.4934738092975765,0.7442166406051106
B cell,Dendritic,TNF,TNFRSF1B,5.1330013,0.0,20.843142,0.3367319061604048,0.07513007661293347,0.018453242,0.519446,0.030965690882587837,0.7442263100239953
Dendritic,B cell,S100A8,CD36,4.1745386,1.0,12.34654,-0.3194394273189508,-3.860104868185921,0.008531486,0.45412904,1.0,0.7442263100239953
B cell,Endothelial,LAMA3,ITGA3_ITGB1,5.206976,0.0,20.844206,0.23834041020606828,-1.7221855409422044,0.0140185235,0.5194524,0.38579385849200887,0.7442860372735309
T cell,Fibroblast,VEGFA,ITGB1,5.496589,1.0,23.030014,0.06894975491943,-1.9723911523824151,0.010351309,0.53188413,1.0,0.7443381291462657
Dendritic,Macrophage,HLA-G,KIR2DL4,2.4721646,0.0,5.5441594,-0.037259153522745114,-0.6216409896191799,0.015476246,0.35793993,0.23622975123532514,0.7443415619229655
Dendritic,Macrophage,HSPA1A,GRIN2D,4.5958385,0.036,20.844727,-0.03656374466600476,-0.2678770093081213,0.017565353,0.5194555,0.4243616901069171,0.7443455559028198
Endothelial,Malignant,C4A,CD46,4.341581,0.0,12.34488,0.2469253231267587,-0.08280889846083639,0.015146059,0.45411235,0.13140679017895082,0.7443455559028198
Endothelial,Mast,SFTPD,SIRPA,3.8129628,0.967,12.368104,-0.04496178945517974,-1.2164062448128279,0.015178978,0.45434532,0.7081278844019511,0.7443455559028198
Macrophage,Fibroblast,ADAM17,IL6R,5.1584682,0.0,26.215132,0.19463707317289225,-0.3238720035254592,0.016464405,0.5479718,0.07287922997864234,0.7444043764362795
Mast,Endothelial,MFAP2,NOTCH1,5.1141424,0.0,20.844854,0.7519460915735076,-0.11171859855653654,0.018138234,0.51945627,0.028949462478615545,0.744405289532084
T cell,B cell,SEMA4C,PLXNB2,3.8129077,1.0,14.514664,-0.7678986887328301,-3.4399884425038785,0.008183643,0.4742455,1.0,0.744405289532084
B cell,B cell,CALM1,KCNN4,4.6790123,1.0,20.845589,-1.1091748007999558,-1.5145928374137756,0.011544077,0.5194607,1.0,0.7444648145186482
Malignant,Malignant,HLA-DMA,CD4,3.8128903,1.0,13.578367,-0.7927559481366654,-4.6568489979510534,0.007059816,0.46594027,1.0,0.7444648145186482
Macrophage,T cell,PSEN1,NOTCH4,4.3857675,0.994,12.343948,0.14501934616593565,-1.2588325196775774,0.010958559,0.45410302,0.8388156979762673,0.7444648145186482
Malignant,T cell,C5,ADRA2A,2.5074935,0.504,5.544733,0.24450139516559455,-0.5400450739383056,0.013801226,0.35795185,0.5465262041648579,0.7444664231851997
Macrophage,T cell,COL9A2,SDC1,3.81287,1.0,14.534731,-0.182354568269941,-2.6400788969292943,0.0121284025,0.4744177,1.0,0.7445245545279818
Malignant,T cell,CDH1,PTPRM,5.332752,0.0,20.84693,0.5333014073493831,0.1550696624441139,0.01867691,0.51946867,0.0215782556645042,0.7445245545279818
Mast,Fibroblast,L1CAM,CD9,5.158348,0.0,25.139206,0.31852734217626943,-0.5951631458178537,0.018231511,0.54277647,0.04598015691569253,0.7445369940151462
B cell,Fibroblast,MDK,NOTCH2,5.0119863,0.475,20.847548,0.08503972456337511,-1.0976507318096966,0.013481896,0.5194724,0.5406929927646278,0.7445840858721605
Fibroblast,Endothelial,SOCS2,EPOR,3.8127828,0.0,14.217414,0.6992665762887531,0.549218947221469,0.022234945,0.47166654,0.02113403294930672,0.7445840858721605
Endothelial,B cell,CXCL8,KDR,2.4880853,1.0,5.5451713,-0.46794023700975884,-4.279259662058289,0.008520189,0.3579609,1.0,0.744591335281119
Fibroblast,B cell,TGFB1,ACVR1_TGFBR1_TGFBR2,5.1990376,1.0,23.028988,-0.6563331377456161,-1.6941929963371165,0.010525668,0.5318786,1.0,0.7446363147629489
Fibroblast,B cell,TGFB1,ACVR1_TGFBR2,5.1990376,1.0,23.028988,-0.6563331377456161,-1.6941929963371165,0.010525668,0.5318786,1.0,0.7446363147629489
Fibroblast,Macrophage,TNF,TRPM2,3.9883702,0.0,12.34273,0.2322583680314011,-0.08468380638709072,0.015352412,0.45409074,0.11833212245644398,0.7446438322619047
Malignant,Fibroblast,WNT5A,FZD2,4.631448,0.0,20.84793,0.9064279959739777,-0.2591285804136789,0.027485566,0.5194747,0.02113403294930672,0.7446438322619047
Mast,B cell,BMP7,ACVR1_BMPR2,3.8127384,1.0,14.160037,-0.33132359574118325,-1.4572472443999036,0.013043072,0.4711627,1.0,0.7446438322619047
Macrophage,Dendritic,COL6A1,ITGA6,5.158141,0.994,25.5982,-0.14320096589680995,-3.7957302794803156,0.014144812,0.5450207,1.0,0.7446695010197235
Dendritic,T cell,CALM1,PDE1B,5.0672255,1.0,20.853449,-0.29887270572660846,-0.9783123820524025,0.013847847,0.51950777,1.0,0.744703581847648
Mast,Dendritic,LTBP3,ITGB5,3.8127365,1.0,14.001404,-0.4495936733274638,-3.0425797482159056,0.009799278,0.46975937,1.0,0.744703581847648
T cell,Macrophage,MDK,NCL,5.1573286,1.0,20.854185,-0.6509579348840444,-2.142050077229843,0.010189045,0.5195121,1.0,0.7447631227345324
Dendritic,Mast,CCN1,ITGA5,3.8630257,1.0,12.3424635,-0.33354693416268405,-3.8849949442490397,0.009371576,0.45408812,1.0,0.7447631227345324
