,Malignant,B cell,Dendritic,Endothelial,Fibroblast,Macrophage,Mast,T cell
ACAD8,0.25053637808281554,0.2251143275599871,0.07676861327214629,0.24221366085580137,0.24682632965005072,0.14104601419618187,0.11286444603429924,0.24585085726248637
ACAD9,0.22931652786952206,0.1853151412595534,0.07606627968914945,0.2299644659578036,0.23263716736649406,0.13099223217850878,0.08636433027980607,0.24155096149948907
ACADM,0.28233300613740786,0.22330505302388437,0.10378202050320098,0.2841423218378085,0.2862908250258874,0.14876400217083532,0.11811105116388237,0.3199807054029103
ACADS,0.2937949840238754,0.2372841903622383,0.10174444758805662,0.29862148183369913,0.2890713693524192,0.15530918852243591,0.04861863376986336,0.27879892999226324
ACADSB,0.244758837843509,0.14661511840986793,0.13457024234098416,0.2529109503508382,0.2481758298001694,0.17797531109276984,0.10554932743884116,0.238939150208182
ACADVL,0.24737834662671973,0.169766517852622,0.01896496353795236,0.24340626573854982,0.2439882222272671,0.19500158634112397,0.03418301792957561,0.23818578710665414
ACAN,0.21225874047548265,0.17183737471968946,0.08941735529437447,0.213307668400254,0.20909973767368492,0.11264444362343731,0.030380620871401972,0.25004795074528235
ACAP1,0.09765289953491116,0.21693814303428524,0.09354522664703821,0.09415965436536988,0.09123160955023596,0.08231498305820809,0.070825733157177,0.11939424512886966
ACAP2,0.1339696755060447,0.15623397088678317,0.09662154901892442,0.12814255185504667,0.13231789222835716,0.10771372519812847,0.09549802887286625,0.11820824071555185
ACAP3,0.2689928342755395,0.1983552659410014,0.12293394161689923,0.2696388029037815,0.27087866323075543,0.12779266878282652,0.06753309917972049,0.22702980078138202
ACAT1,0.30637037958200025,0.1818276335002879,0.04469309671678188,0.30366085147737354,0.3010850620768509,0.07522258559607883,0.11950845816258247,0.28130411138733336
ACAT2,0.27723729204940273,0.2292940872898697,0.14285555309787012,0.2915526396466183,0.28255962648310895,0.09087003679615346,0.1058550499188476,0.2468432931095047
ACBD3,0.24432432834633502,0.25619830577095043,0.10786595242442766,0.23994994820310028,0.24088906886509145,0.16873275411266592,0.12013379260908029,0.2411875233975009
ACBD4,0.29795806363860894,0.15917004758132802,0.026481017044219055,0.27373151088294534,0.2733971840333189,0.17771251702550675,0.13334135890855417,0.3344976856869418
ACBD5,0.2190090114177196,0.23899415614255828,0.0522073540562674,0.21420389688265357,0.2176888800712713,0.07209376313713581,0.19353238739220405,0.2044909602277209
